id,taskid,state,npcid,talk,rank
1365,100000356,0,9020005,你有没有觉得前方的一堆酒葫芦有些奇怪？,1
1366,100000356,0,-1,我记得那是邋遢师兄的……可数量也未免太多了些。,2
1367,100000356,2,9020005,酒葫芦的内壁中竟刻下了空间阵法，无间门的心思还真是细啊。,1
1368,100000356,2,-1,再细，还不是被我们发现了。接下来便去王都看看吧。,2
1369,100000357,0,9030006,你在寻找无间门布下的手段？这些日子来，我也派卫兵将王都翻了个遍。,1
1370,100000357,0,-1,不知陛下可有收获？,2
1371,100000357,0,9030006,找到了几处传送阵法，我已将其毁去。,3
1372,100000357,2,9030004,看来夏皇只找到了传送阵，却未发现屏蔽神识的物件。,1
1373,100000357,2,-1,会不会是王都之内戒备森严，难以布置。,2
1374,100000357,2,9030004,可能性很小，我们最好还是探查一遍。,3
1375,100000358,0,-1,你们在寻找王都内的异状？嗯……我倒是觉得道路旁的水晶有些奇怪。,1
1376,100000358,2,9030004,若无师兄点明，还真难发现这水晶的异样。,1
1377,100000358,2,-1,谁能想到这水晶竟光明正大地摆在城中，屏蔽众人神识。,2
1378,100000359,0,9030006,想不到城内的照明水晶竟被人动了手脚，我还真是老眼昏花了。,1
1379,100000359,0,-1,陛下日理万机，自不能事事顾全。,2
1380,100000359,2,9030004,无间门的后手已被我们清理得差不多了。,1
1381,100000359,2,-1,是时候向菩提师尊回报情况了。,2
1382,100000360,0,9040001,师尊已同我说了，你们这段时间的战绩很是不俗。,1
1383,100000360,2,9040002,清除无间布局，三界复归清明，这是你们的功劳。,1
1384,100000361,0,9040002,若能维持目前的状况，为师便能一梦三界，查知敌人动向。,1
1385,100000361,0,-1,一切便仰赖师尊了。,2
1386,100000361,2,9040001,无间门一方想必也已查知我们所做之事，近期定会又有动作。,1
1387,100000361,2,-1,若真的再度来犯，便说明那无间神王已经沉不住气了。,2
1388,100000362,0,9040003,当今局势瞬息万变，我们不可长时间离开大夏。,1
1389,100000362,0,-1,不错，还是快点返回王都吧。,2
1390,100000362,2,9040001,放宽心回王都去吧，若有新的状况，我会即刻前往王都通知你等。,1
1391,100000363,0,9030006,你们竟能得到菩提道祖相助，莫非你们就是拜入了他的门下！,1
1392,100000363,0,-1,师尊命我二人不可透露他的身份，陛下方才所说不过是猜想罢了。,2
1393,100000363,0,9030006,不论你们是不是菩提道祖的弟子，对大夏来说，这真是天大的助力。,3
1394,100000363,2,9030012,很久没看到那夏芒殒如此激动了，当真是奇景。,1
1395,100000363,2,-1,依吕祖来看，我们与无间门的终战，能有多大胜算。,2
1396,100000363,2,9030012,若是之前，我还拿不大准，如今看来，定是大夏的胜利。,3
1397,100000364,0,9030003,夏皇已逐渐将兵力集结……,1
1398,100000364,0,-1,看来之前分散各地的守军也已调回，陛下的准备已接近完成。,2
1399,100000364,2,9030004,姜君师兄来了，看来无间门的确被逼急了。,1
1400,100000365,0,9030009,师尊已经确认，无间门再度兵临无间战场。,1
1401,100000365,2,9030006,这一次，就用我大夏的全力将无间门击溃！,1
1402,100000366,0,9050001,这回无间门可是一开场便用上了全力。,1
1403,100000366,0,-1,那就让我方也展现全力吧！,2
1404,100000366,2,9050001,好！就让我们杀他个天翻地覆！,1
1405,100000367,0,9050003,事到如今，也无需考虑太多的计策，想来，这便是最后一战了。,1
1406,100000367,0,-1,待夏皇陛下命令一发，我等便冲杀出去！,2
1407,100000367,2,9050004,大夏诸仙，这便是最后了！让无间门看看我大夏的全力！,1
1408,100000368,0,9050003,陛下已经下令，是时候了！,1
1409,100000368,0,-1,击溃无间门，就在今日！,2
1410,100000368,2,9050003,干得漂亮，就这样攻入无间门的军阵老巢吧！,1
1411,100000369,0,9050005,百般无奈，竟还是到了这一步。,1
1412,100000369,0,-1,乌霄，我们又见面了。,2
1413,100000369,0,9050005,今天就算舍弃我一条性命，也要将你灭杀！,3
1414,100000369,2,9050005,就连蕴藏我本源的傀儡，也奈何不了你么……,1
1415,100000369,2,-1,这乌霄竟散尽修为，力竭而死。,2
1416,100000370,0,9050003,乌霄已死，被乌霄复活的玄机想必也将失去能量之源。,1
1417,100000370,0,-1,快点找到他，将其终结吧。,2
1418,100000370,2,9050006,我们又碰面了。,1
1419,100000371,0,9050006,看来，那乌霄已经完了。,1
1420,100000371,0,-1,不错，玄机天仙，接下来便轮到你了！,2
1421,100000371,2,-1,你的躯体，竟在崩碎。,1
1422,100000371,2,9050006,哈哈，我这傀儡之体，看来也到头了……我恨啊，恨……,2
1423,100000372,0,9050001,前方便是无间神王所在！,1
1424,100000372,0,-1,现在的我已不惧神王，这是最后的战斗了！,2
1425,100000372,2,9050007,想不到啊想不到，我准备多年的计划，竟毁在你的手中。,1
1426,100000372,2,-1,这还真是荣幸。,2
1427,100000373,0,9050007,纵使我兵败如山，至少也要将你消灭！,1
1428,100000373,0,-1,可惜你现在已没有这个机会！,2
1429,100000373,2,9050007,就连修为也如此强横！怎会这样，若没有你，历史本不应如此！,1
1430,100000373,2,-1,历史？神王，你已经发疯了么？,2
1431,100000374,0,9050007,哈哈哈，对，你本来就是这个世界的异物，你本就不该存在！,1
1432,100000374,0,-1,神王，你到底在说什么！,2
1433,100000374,0,9050007,说什么？就以吾之秘法，将你从现在这个扭曲的历史中抹去！,3
1434,100000374,2,9050007,消失吧，若没有你，一切就将回归正轨！永别了！,1
1435,100000374,2,-1,有什么东西正在吞噬我！该死，就这么完了么，不，至少要把神王！,2
1436,100000374,2,9050007,唔嘎！好沉重的一击！不好，我的术法竟然失控……唔啊啊啊！,3
1437,100000374,2,-1,失控的术法波动，这是要……将我送向何方？,4
1438,100000375,0,9010001,你是谁，为何身负重伤，出现在西府城内？,1
1439,100000375,0,-1,秋叶姐……这是……西府城？,2
1440,100000375,0,9010001,怎么回事，此人似乎认得我，可我对他并无印象。,3
1441,100000375,2,9010002,我已为你疗伤，接下来还请解释一下，你是如何进入我纪氏族地。,1
1442,100000375,2,-1,纪宁兄？是我啊，你不认得我了？,2
1443,100000376,0,9010002,依你所言，你与我一同成长，是我的至交好友？,1
1444,100000376,0,-1,我俩一路同行，入学宫，踏王都，这一切你都不记得了么？,2
1445,100000376,0,9010002,我的确拜入黑白学宫，不久前才回来，可记忆中却并无你的身影。,3
1446,100000376,2,9010001,你脸色很差，不舒服的话，最好还是先休息一会儿。,1
1447,100000376,2,-1,怎么会……若按纪宁所说，我岂不是穿越回了过去。,2
1448,100000377,0,9010002,你想要离开？你身体尚未复原，最好还是多休养一段时间。,1
1449,100000377,0,-1,多谢好意，但我还是希望能够四处游历一段时间。,2
1450,100000377,2,9010004,宁儿派我为你送行，还说你若愿意，随时可以回来。,1
1451,100000377,2,-1,多谢白叔关照……我们一定还有机会再见的。,2
1452,100000378,0,9020001,你想要成为我北山氏的客将？那可得试试你的实力。,1
1453,100000378,2,9020001,很好，我北山氏一向欢迎强者的加入。,1
1454,100000378,2,-1,北山氏果然也不记得我了，姑且先在他这暂居一段时间。,2
1455,100000379,0,9020001,怎么会这样，少炎氏的公子怎么跑来我安澶郡！,1
1456,100000379,0,-1,看来是少炎农来了，若按前次的进展，他定会邀纪宁共探巫江仙府。,2
1457,100000379,2,9020005,你也来到了安澶城？真是人生何处不相逢。,1
1458,100000379,2,-1,闲话休说，我来此是提醒你，小心那少炎农。,2
1459,100000380,0,9020005,你说那少炎氏便是灭我母亲尉迟一族的祸首，此话当真？,1
1460,100000380,0,-1,千真万确，你若在他面前施展风翼遁法，他定不会将你放过。,2
1461,100000380,0,9020005,你的提醒，我会铭记在心。,3
1462,100000380,2,9020001,想不到你也与纪宁相熟，唉，希望那少炎氏的公子不要惹出什么事端。,1
1463,100000380,2,-1,但愿吧，假若少炎氏真要生事，这一次就由我……,2
1464,100000381,0,9020001,天游山脉似乎发生了变故！难道那少炎农真的出事了。,1
1465,100000381,0,-1,果然还是躲不过么……就让我去看看吧。,2
1466,100000381,2,9020008,尉迟氏的余孽，一个都不能留！,1
1467,100000381,2,-1,已经开战了么……,2
1468,100000382,0,9020008,又来了一个帮手么？徒劳而已。,1
1469,100000382,0,9020005,你虽有提醒我关于风翼遁法之事，可生死关头，不容我不用……,2
1470,100000382,0,-1,事已至此，便只能将这少炎农除去。,3
1471,100000382,2,9020008,我是少炎氏下任羽神公，怎会死在……这里……,1
1472,100000382,2,-1,少炎氏已死，少炎氏对你的追杀旋踵即至，做好逃亡的准备吧。,2
1473,100000382,2,9020005,我明白……多谢相助！,3
1474,100000383,0,9020001,纪宁竟惹怒了少炎氏！这可如何是好。,1
1475,100000383,0,-1,少炎氏定会向安澶城黑白学宫问罪，该是出手的时候了！,2
1476,100000383,2,9020005,少炎氏似乎已经杀至……,1
1477,100000383,2,-1,我会为你挡下，临行前，有什么未了之事，就快去做吧。,2
1478,100000384,0,9020001,少炎氏玄机老祖竟然亲临安澶城！,1
1479,100000384,0,-1,我去支援黑白学宫众人。,2
1480,100000384,2,9020006,可恨我实力不济，连弟子都无法庇护。,1
1481,100000384,2,-1,这不是殿才师傅的错，放心，剩下的就交给我吧。,2
1482,100000384,2,9020006,等等，你是何人！这般强的实力，为何称我为师？,3
1483,100000385,0,9020001,少炎氏玄机老祖就在前方！,1
1484,100000385,2,-1,这还真是孽缘，玄机老祖，我们又见面了。,1
1485,100000385,2,9020009,你这小辈是什么人？是想来送死么！,2
1486,100000386,0,9020009,安澶城之人挺好，若再不将纪宁交出，我便屠灭这黑白学宫！,1
1487,100000386,0,-1,口气倒是挺大，不过你的实力还不够！,2
1488,100000386,2,9020009,怎会半路杀出这么个程咬金，没听说过安澶郡新有天仙突破啊。,1
1489,100000386,2,-1,乖乖退去，我便饶你一条性命！,2
1490,100000386,2,9020009,哼，今日受此大辱，来日必定奉还。,3
1491,100000387,0,9020001,竟能击退天仙，你这样的人物，为何屈尊于我北山氏。,1
1492,100000387,0,-1,无需多想，不过是助朋友一臂之力，小事何足挂齿。,2
1493,100000387,2,9020006,力挽狂澜，击退少炎氏。如此少年英杰，你究竟是……,1
1494,100000387,2,-1,若说，我是您的弟子，您可相信？,2
1495,100000388,0,9020006,你说你曾与纪宁一同拜我为师，如今是因故逆转时光至此？,1
1496,100000388,0,-1,师傅不必勉强自己相信，事实上，就连我自己都觉得如梦似幻。,2
1497,100000388,2,9020004,殿才师傅决定外出游历，临行时吩咐学宫需尽量给你方便。,1
1498,100000388,2,-1,看来命运不论如何发展，还是会导向类似的路。,2
1499,100000389,0,-1,对了，双木道友，接着这个！,1
1500,100000389,0,9020004,这这这，这是作为傀儡动力的珍材，荒之心！,2
1501,100000389,0,-1,我从少炎农手中得到此物，留着也是无用，就赠与你吧！,3
1502,100000389,2,9020007,不知北冥师弟有没有依我的建议前往王都……,1
1503,100000389,2,-1,余薇师姐果然还是牵挂纪宁兄的……接下来，便只等在王都重逢了。,2
1504,100000390,0,9030001,这里就是王都，我还是第一次来呢。,1
1505,100000390,0,-1,你可以四处逛逛，我嘛，还要找一位故人叙旧。,2
1506,100000390,2,9030002,是你，不知好歹的家伙，还敢出现在我面前。,1
1507,100000390,2,-1,玄机，我们也算是打过很多次交道了，纪宁之事，我劝你莫要自误。,2
1508,100000390,2,9030002,不自量力，一个稍微有点实力的小辈也敢与我套近乎，滚！,3
1509,100000391,0,9030001,方才听到了好大声响，怎么回事。,1
1510,100000391,0,-1,不过是一条断脊之犬在狺狺狂吠，我不介意再灭他一次。,2
1511,100000391,2,9030004,你也来到了王都？方才你似乎在与那玄机老贼争执。,1
1512,100000391,2,-1,玄机不听劝告，迟早会是我们的敌人，少炎氏不得不防。,2
1513,100000392,0,9030004,王都的惜月郡主邀我前去相会，这会不会有什么阴谋。,1
1514,100000392,0,-1,他是你的表姐，能有什么阴谋，你只管去见就是。,2
1515,100000392,0,9030004,表姐？你在胡说什么？,3
1516,100000392,2,9030003,想不到竟能在此和表弟相遇，老天……总算是开了次眼。,1
1517,100000392,2,9030004,居然真是我伯父的女儿，你怎么连这都知道。,2
1518,100000393,0,9030003,仙缘大会即将开始，你们二人都要参赛么？,1
1519,100000393,0,-1,纪宁兄当然要参赛，我嘛，已经超越万象境界，没有资格咯。,2
1520,100000393,2,9030004,是时候和学宫众人汇合，前往天芒殿的广场了。,1
1521,100000394,0,9030005,来了来了，这次我们学宫弟子齐聚一堂，定要闯出个威风。,1
1522,100000394,2,9030008,大夏地域辽阔，无数宗门，不知这次有几人能够拜仙人为师。,1
1523,100000394,2,-1,既是求仙缘，最重要的便是缘字。缘分到了自有仙师收徒。,2
1524,100000395,0,9030006,众仙皆已到场，仙缘大会正式开始！,1
1525,100000395,0,-1,这时候的夏皇陛下还仍是高高在上，不知怎样才能和他搭上话。,2
1526,100000395,2,9030004,有无仙缘便在此一战，我要上了。,1
1527,100000395,2,-1,纪宁要上场了，结果既已注定，我最好去别处看看。,2
1528,100000396,0,9030012,能看到这些惊才艳艳的年轻人，也真是不虚此行啊。,1
1529,100000396,0,-1,吕祖倒还是一副轻松愉快的样子。,2
1530,100000396,2,9030012,嗯？这位小友似乎有些面善，我们在哪里见过么？,1
1531,100000396,2,-1,吕祖莫非对我有印象？,2
1532,100000396,2,9030012,嘶，仔细想想，似乎又是错觉么……奇哉怪也。,3
1533,100000397,0,9030008,我半途落败，但纪宁应该还有胜利的希望。,1
1534,100000397,0,-1,果然，仙缘大会的过程仍和上次一样。我就在此等到大会结束吧。,2
1535,100000397,2,9030006,我师尊赤明道祖选择木传真人作为弟子，此次仙缘大会到此结束！,1
1536,100000397,2,9030004,怎，怎么会这样！,2
1537,100000398,0,9030004,明明夺得第一，却仍然无法把握仙缘……,1
1538,100000398,0,-1,莫要着急，你那仙缘正要来找你呢！,2
1539,100000398,2,9030009,你就是纪宁？我名为姜君，奉师尊之命前来接你前往方寸山。,1
1540,100000398,2,9030004,方寸山？,2
1541,100000398,2,-1,你瞧，这天大的机缘不正好来了么。,3
1542,100000399,0,9040001,想不到纪宁身边竟有一人能够察觉我的到来。,1
1543,100000399,0,-1,一点侥幸而已，我有事需求见道祖，是故出此下策。,2
1544,100000399,0,9040001,倒也是机灵，这就带你们去见道祖。,3
1545,100000399,2,9040002,纪宁，你可愿拜我为师？,1
1546,100000399,2,9040003,徒儿愿意！,2
1547,100000399,2,9040002,嗯，很好。至于另一人，你过一会儿再来找我吧。,3
1548,100000400,0,9040001,师尊方才的话语中似乎颇有深意。,1
1549,100000400,0,-1,一会儿再去见道祖么……究竟怎么回事。,2
1550,100000400,2,9040002,徒儿，这段时间，真是委屈你了。,1
1551,100000400,2,-1,什么……您，莫非知道我！,2
1552,100000400,2,9040002,我精通时空大道，那无间神王逆转时空的把戏，岂能瞒得住我。,3
1553,100000401,0,9040002,你已知晓未来之事，但目前不宜张扬。,1
1554,100000401,2,9040003,道祖将你也收作弟子了？还真是恭喜你了。,1
1555,100000401,2,-1,是啊，如此一来，我们又是同门了。,2
1556,100000402,0,9040003,这些年来，我实力渐长，更收了小雨这个弟子，看来就要赶上你了。,1
1557,100000402,0,-1,是么，不如我们一起参与试炼，比一比各自的修为？,2
1558,100000402,2,9040001,我会将试炼调整到合适的水平，你们就放心比试吧。,1
1559,100000403,0,9040004,你们想挑战三界宫的傀儡？可要小心别弄伤自己。,1
1560,100000403,2,9040004,看来在速度上，宁儿一时间还是赶不上你啊。,1
1561,100000404,0,9040005,主人要和你比试？小青我可是坚定地站在主人这一边的哦！,1
1562,100000404,2,9040005,竟然能和主人同时完成试炼，你也挺厉害嘛。,1
1563,100000405,0,9040003,第一局是你胜，第二局是平局，接下来可就轮到我胜了。,1
1564,100000405,0,-1,第三试炼的采集杂草，考验得是修行的耐性，这可和前面两种不同。,2
1565,100000405,2,9040006,师傅要和师叔比赛采杂草？这不是像我这种新弟子做的么。,1
1566,100000406,0,9040006,师傅加油，小雨会帮你们记录成绩的！,1
1567,100000406,2,9040006,恭喜师傅，比师叔要多采得一束杂草！,1
1568,100000406,2,-1,可恶，若不是这最后的一束，我可就赢了。,2
1569,100000407,0,9040003,1胜1平1败，最终的结果，还是平局。,1
1570,100000407,0,-1,虽然有些不甘，但过程倒还算愉快。,2
1571,100000407,0,9040003,既然我也证明了自己的实力，或许也该是做些什么的时候了。,3
1572,100000407,2,9040002,是么，你们想要出山对付那无间门了。,1
1573,100000407,2,-1,上次的命运中，无间门总是占据先机，这次我们不能再落后了。,2
1574,100000407,2,9040002,就让姜君送你们返回大夏吧，无间门狡诈，你们还需小心。,3
1575,100000408,0,9030009,虽已来到王都，但你要如何说服夏皇展开应对。,1
1576,100000408,0,-1,在和夏皇对话之前，需要找个信得过的帮手。,2
1577,100000408,2,-1,希望能通过我，面见夏皇陛下。,1
1578,100000408,2,9030004,不光如此，还希望姐姐能够将我等发现的威胁告知陛下。,2
1579,100000409,0,-1,陛下已答应与你们见面。,1
1580,100000409,2,9030006,当年仙缘大会上的第一强者，消失多年，没想到今日会主动再来见我。,1
1581,100000409,2,9030004,今日来见陛下，皆是为了让大夏能够抵御无间门的侵袭。,2
1582,100000410,0,9030006,你们说无间门即将率大军来袭，可事情尚未发生，要我如何相信。,1
1583,100000410,0,-1,证据，我们自会为陛下准备。,2
1584,100000410,2,9030004,我们要去哪里寻那所谓的证据。,1
1585,100000410,2,-1,自然是……将于不久后成为战场之地。,2
1586,100000411,0,9050001,想在这一片荒芜之地找到证据，可不是件容易的事。,1
1587,100000411,0,-1,不论无间门如何小心，总会露出蛛丝马迹。,2
1588,100000411,2,9050002,哼，那个玄机天仙到底在搞什么，怎么还不来！,1
1589,100000411,2,-1,此人是紫草！她好像在等什么人。,2
1590,100000412,0,9050006,见过紫草仙子，不知无间门是否同意我的条件？,1
1591,100000412,0,9050002,你若归顺，我们自会助你击杀纪宁。,2
1592,100000412,0,9050006,好，只要能杀掉纪宁，不论多大的代价我都能接受！,3
1593,100000412,2,9050003,想不到少炎氏真的要背叛大夏。,1
1594,100000412,2,-1,继续跟着玄机，应该还有别的阴谋。,2
1595,100000413,0,9050005,哼，玄机么，既然你已和紫草娃娃谈妥，我便赐你一件法宝。,1
1596,100000413,0,9050006,多谢玄机上仙，不知无间门准备何时开战？,2
1597,100000413,0,9050005,我等的计划还未臻完美，具体时间，不是你该知道的。,3
1598,100000413,2,9050003,很好，他们刚才的对话已经丝毫不漏的记录下来了。,1
1599,100000413,2,-1,情报已经收集足够，快些回去禀报夏皇吧。,2
1600,100000414,0,9030006,少炎氏背叛，无间门暗跃，我大夏当真是不太平啊。,1
1601,100000414,0,-1,希望陛下暂时不要有太大的动作。,2
1602,100000414,0,9030006,这是自然，要打，就要打一场狠的，让无间门再不敢来犯！,3
1603,100000414,2,9030004,夏皇陛下看来也已经燃起了斗志。,1
1604,100000414,2,-1,这一战，值得我们全力以赴。,2
1605,100000415,0,9030003,大夏已开始秘密备战，也向少炎氏放出了些些许假情报。,1
1606,100000415,0,-1,至今为止的动向都在我们计划之中，希望一切能够顺利。,2
1607,100000415,2,9030004,夏皇陛下传唤，似乎又有新的任务。,1
1608,100000416,0,9030006,依你所言，无间门无孔不入，甚至会陷入各郡之内暗中行动。,1
1609,100000416,0,-1,正是如此，为防无间门渗透，我们最好提前做好防御的手段。,2
1610,100000416,0,9030006,我大夏诸仙连夜赶制此封神禁制，将此物布下即可防止恶意渗透。,3
1611,100000416,2,9030004,夏皇将安澶郡的封神禁制赐予我们，此事不可怠慢。,1
1612,100000416,2,-1,不错，立即返回安澶，将这些禁制设下吧。,2
1613,100000417,0,9010001,公子此次回来，所为何事。,1
1614,100000417,0,9010002,夏皇陛下赐我等封神禁制，布在城中，即可防御无间门来袭。,2
1615,100000417,2,9010002,秋叶姐已将禁制布在城内。,1
1616,100000417,2,-1,姑且再去城外瞧瞧，不可大意。,2
1617,100000418,0,9010004,你们想在城外布下也布下禁制？,1
1618,100000418,0,-1,若能结合白叔的阵法之道，威力必定更为强劲。,2
1619,100000418,0,9010004,嗯，那就让我试一试吧。,3
1620,100000418,2,9010005,啊呀，你们在和白叔一起布置阵法？怎么不叫我一起呀。,1
1621,100000418,2,-1,青青你也在啊，如此甚好，快贡献一些乾坤大道的秘法吧。,2
1622,100000419,0,9010004,完成了，我与空青蛇合力，再加上那封神禁制，此阵已近乎完美。,1
1623,100000419,0,-1,辛苦白叔，如此一来，西府城的安全便可以确保了。,2
1624,100000419,2,9010002,西府城既已设下保险，便能放心地前往安澶城了。,1
1625,100000420,0,9020006,此物神华流转，道纹内蕴，究竟是什么物件？,1
1626,100000420,0,-1,这是陛下赐下的封神禁制，还请学宫小心布置，以策万全。,2
1627,100000420,2,9020004,太好了，有了这封神禁制，学宫便不惧那无间门了。,1
1628,100000420,2,-1,嗯，殿才师傅定能好好利用这封神禁制。,2
1629,100000421,0,9020005,安澶城可不止是黑白学宫而已，也该为城内其他地域留些禁制。,1
1630,100000421,2,9020001,这就是夏皇赐下的封神禁制？果然玄妙非凡。,1
1631,100000421,2,-1,务必将禁制设在城中各处，不可大意。,2
1632,100000422,0,9020001,安澶城已被封神禁制彻底覆盖，安全自当无虞。,1
1633,100000422,2,9020005,希望以后还能有机会同北山兄一起喝酒。,1
1634,100000422,2,-1,放心，一定还有机会的。,2
1635,100000423,0,9030003,你们返回王都，想必已将安澶城的事情处理完毕。,1
1636,100000423,0,-1,封神禁制已经布下，我们已再无后顾之忧。,2
1637,100000423,2,9030004,是时候向夏皇陛下告知结果了。,1
1638,100000423,2,-1,在此之前……对这路旁的水晶也施加一道封印吧。,2
1639,100000424,0,9030004,奇怪，刚刚那水晶似乎有什么异样。,1
1640,100000424,0,-1,那是因为无间门打从一开始，就在这水晶上动了手脚。,2
1641,100000424,2,9030006,看来，你们已用封神禁制将安澶郡完全覆盖。,1
1642,100000424,2,-1,不知陛下是否已做好交战的准备。,2
1643,100000425,0,9030006,大夏诛仙已秘密集结，只待军令一发，便可冲杀出去！,1
1644,100000425,2,9030009,看来，大夏已做好战争的准备，该是行动的时候了。,1
1645,100000426,0,9040002,无间门的准备尚未完成，你等需趁次机会突入战场，先发制人。,1
1646,100000426,0,-1,弟子明白。,2
1647,100000426,2,9040003,一切都准备好了么，可不要遗忘了什么。,1
1648,100000426,2,-1,能准备的都已准备了……,2
1649,100000427,0,9040003,红雪天神正在传送阵附近等待，我们快去吧。,1
1650,100000427,2,9040006,师傅，师叔，你们可得安全回来呀。,1
1651,100000427,2,-1,放心，这一次，我们一定会赢！,2
1652,100000428,0,9040006,小雨会在这儿等着二位归来。,1
1653,100000428,2,9040007,你这弟子还真是有情有义。,1
1654,100000428,2,9040003,这就出发吧！就算是为了这些后辈，我们也绝不能败。,2
1655,100000429,0,9050001,这里就是无间战场？杀伐之气虽现，战事却还未开。,1
1656,100000429,0,-1,无间门想要拖延时间，但我们可不能给他这个机会。,2
1657,100000429,2,9050001,好，就这样持续灭杀无间门的军队，看他们能支撑到何时。,1
1658,100000429,2,-1,就这样一路杀过去，看那神王能够忍到何时。,2
1659,100000430,0,9050002,是何人在此作乱，竟敢杀我无间门弟子！,1
1660,100000430,0,-1,紫草天仙，不用你来找，我们自己来找你了！,2
1661,100000430,0,9050002,你们是……纪宁一伙！找死！,3
1662,100000430,2,-1,凭你的实力，不过是飞蛾扑火，蚍蜉撼树！,1
1663,100000430,2,9050002,太强了，快逃！,2
1664,100000430,2,-1,这一次的紫草倒是果断，竟不惜动用重宝逃遁。,3
1665,100000431,0,9050003,杀至此处，正好可以同夏皇的大军会合。,1
1666,100000431,2,9050004,好哇，就让我们先发制人，让无间门再无反扑的机会！,1
1667,100000432,0,9050004,大夏仙军出城，将无间门击溃！,1
1668,100000432,0,-1,这就是大夏王朝的滔天气势！无间门，今日就是你的末日！,2
1669,100000432,2,9050003,无间门终于出兵，两军终于开始了激战！,1
1670,100000432,2,-1,看来那神王终于坐不住了。,2
1671,100000433,0,9050003,无间门派出的傀儡似乎有些门道。,1
1672,100000433,0,-1,一堆废铁而已，我这就将他们拆了。,2
1673,100000433,2,9050003,天神傀儡崩溃，大夏军正可趁此机会挺近敌军腹地！,1
1674,100000434,0,9050005,就是你击溃了我的傀儡！,1
1675,100000434,0,-1,乌霄上仙，我们又见面了。,2
1676,100000434,0,9050005,你认识我？哼，任你巧舌如簧，我也不会将你放过！,3
1677,100000434,2,9050005,不可能，大夏怎会派出这般强者！哼， 走了！,1
1678,100000434,2,-1,本还想将其击杀……这乌霄的手段果然高明。,2
1679,100000435,0,9050003,这乌霄修为不高，却精通旁门左道之法，杀之甚难。,1
1680,100000435,0,-1,看来，若紫草不死，便不能使乌霄发狂失智。,2
1681,100000435,2,9050002,是你，战场如此之大，你是怎么找到我的！,1
1682,100000435,2,-1,上次相遇，我就已经在你身上留下印迹，你以为跑得了么？,2
1683,100000436,0,9050002,无间门众人，保护我！,1
1684,100000436,0,-1,晚了，在劫难逃，说的就是你这样的。,2
1685,100000436,2,9050002,乌霄师尊，救我……,1
1686,100000436,2,-1,紫草已死，乌霄定然会不计后果的攻来……,2
1687,100000437,0,9050005,紫草娃娃，你竟敢将我的紫草徒儿杀害！,1
1688,100000437,0,-1,不光是她，接下来便轮到你了！,2
1689,100000437,2,9050005,我堂堂乌霄上仙，怎会被你……咳啊……,1
1690,100000437,2,-1,若不是被愤怒冲昏了理智，还真难除去这乌霄。,2
1691,100000438,0,9050006,连乌霄都被你除去，这无间门已然兵败如山！,1
1692,100000438,0,-1,正是如此，玄机天仙，我早就劝告过你。,2
1693,100000438,0,9050006,我与纪宁不共戴天，怎能在这时回头！受死吧！,3
1694,100000438,2,9050006,不，不！我少炎氏怎能在这里……终结……,1
1695,100000439,0,9050004,再等待一段时间，神农氏会遣人送来秘药。,1
1696,100000439,0,-1,莫不是那种可使修行者丧失法力的神药。,2
1697,100000439,0,9050004,你怎么知道……不过的确正是此物。,3
1698,100000439,2,9050003,等待秘药送达后，在无间门阵营使用，便能将敌人一网打尽。,1
1699,100000439,2,-1,不行，我有种不详的预感，继续等待或许并非好事。,2
1700,100000440,0,9050003,你真要去与无间神王一战？,1
1701,100000440,0,-1,不得不如此，总感觉……神王还有什么阴谋……,2
1702,100000440,2,9050001,开战后，我一直镇守于此，神王所在的无间城内安静地可怕。,1
1703,100000440,2,-1,是么，那就让我来打破这片寂静！,2
1704,100000441,0,9050007,又见面了，想不到就连秘法都未能将你抹去……,1
1705,100000441,0,-1,你……你认得我！你有“上一次”的记忆！,2
1706,100000441,0,9050007,没错，我的手段，你要远没有看透！无间门的强者，灭杀此人！,3
1707,100000441,2,9050007,果然无法将你消灭，真是阴魂不散。,1
1708,100000441,2,-1,在背后鬼鬼祟祟，比起我，你更像是那阴魂！,2
1709,100000442,0,9050007,哼哼，我已设下阵法庇护此地，看你如何伤我。,1
1710,100000442,0,-1,再强的阵法，也总有破除的办法。,2
1711,100000442,0,9050007,你确定你有破除阵法的时间么？看呐，你的同伴正在呼唤你呢。,3
1712,100000442,2,9050001,不好啦，大夏一方好像出事了！速速折返！,1
1713,100000443,0,9050007,哈哈哈哈，不要以为只有你提前做了准备。,1
1714,100000443,0,-1,神王，你究竟做了什么！,2
1715,100000443,0,9050007,想知道，就用自己的双眼去确认吧！,3
1716,100000443,2,-1,我们快些回去！,1
1717,100000443,2,9050001,等等，事情有些不对。前方的区域似乎有什么在阻碍仙力的运转。,2
1718,100000443,2,-1,若是继续向前，就会丧失修为么……怎么会这样！,3
1719,100000444,0,9050001,大夏军队乱作一团，甚至有仙人从空中落下！,1
1720,100000444,0,-1,如此惨状，我们竟然无法回援。,2
1721,100000444,0,9050001,阻碍修为运转的药气似乎缓和了些，快些回去！,3
1722,100000444,0,-1,莫非是神农氏的秘药，可……为何秘药会在大夏一方爆发！,4
1723,100000444,2,9050003,师姐……怎么会这样……,1
1724,100000444,2,-1,纪宁兄，发生什么事了？,2
1725,100000445,0,9050003,师姐她……将神农氏送来的秘药打碎，药效随即散开。,1
