id,profession,equipid,equipsuit,equipplace,hp,minAttack,maxAttack,minDef,maxDef,strengthmax,kind,fire,ice,poison,dark,wind,resistance,atk_percent
1024,3,143160400,2,10,0,756,1764,0,0,32,1,0,0,0,0,0,0,0
1025,3,144153400,1,3,13500,0,0,162,378,32,1,0,0,0,0,0,0,0
1026,1,145159200,2,9,0,162,378,0,0,32,1,0,0,0,0,0,0,0
1027,1,145153200,1,3,6750,0,0,81,189,32,1,0,0,0,0,0,0,0
1028,2,143159300,2,9,0,756,1764,0,0,32,1,0,0,0,0,0,0,0
1029,3,144161400,2,11,0,810,1890,0,0,32,1,0,0,0,0,0,0,0
1030,1,143159200,2,9,0,756,1764,0,0,32,1,0,0,0,0,0,0,0
1031,1,144160200,2,10,0,324,756,0,0,32,1,0,0,0,0,0,0,0
1032,3,143159400,2,9,0,756,1764,0,0,32,1,0,0,0,0,0,0,0
1033,1,142161190,2,11,0,2754,6426,0,0,32,1,0,0,0,0,0,0,0
1034,2,144151300,1,1,0,0,0,270,630,32,1,0,0,0,0,0,0,0
1035,1,142161200,2,11,0,3240,7560,0,0,32,1,0,0,0,0,0,0,0
1036,3,142158400,2,8,0,1512,3528,0,0,32,1,0,0,0,0,0,0,0
1037,2,142151300,1,1,0,0,0,1080,2520,32,1,0,0,0,0,0,0,0
1038,2,144152300,1,2,27000,0,0,324,756,32,1,0,0,0,0,0,0,0
1039,3,144160400,2,10,0,324,756,0,0,32,1,0,0,0,0,0,0,0
1040,2,143156300,1,6,52500,0,0,0,0,32,1,0,0,0,0,0,0,0
1041,1,144153200,1,3,13500,0,0,162,378,32,1,0,0,0,0,0,0,0
1042,1,142162150,2,12,0,691,1612,0,0,32,1,0,0,0,0,0,0,0
1043,2,142159300,2,9,0,1296,3024,0,0,32,1,0,0,0,0,0,0,0
1044,3,142160400,2,10,0,1296,3024,0,0,32,1,0,0,0,0,0,0,0
1045,1,145152200,1,2,13500,0,0,162,378,32,1,0,0,0,0,0,0,0
1046,3,143152400,1,2,63000,0,0,756,1764,32,1,0,0,0,0,0,0,0
1047,3,145155400,1,5,13500,0,0,0,0,32,1,0,0,0,0,0,0,0
1048,1,143155200,1,5,63000,0,0,0,0,32,1,0,0,0,0,0,0,0
1049,3,145153400,1,3,6750,0,0,81,189,32,1,0,0,0,0,0,0,0
1050,2,144160300,2,10,0,324,756,0,0,32,1,0,0,0,0,0,0,0
1051,2,144153300,1,3,13500,0,0,162,378,32,1,0,0,0,0,0,0,0
1052,2,144155300,1,5,27000,0,0,0,0,32,1,0,0,0,0,0,0,0
1053,2,145152300,1,2,13500,0,0,162,378,32,1,0,0,0,0,0,0,0
1054,3,145160400,2,10,0,162,378,0,0,32,1,0,0,0,0,0,0,0
1055,2,145151300,1,1,0,0,0,135,315,32,1,0,0,0,0,0,0,0
1056,1,143153200,1,3,31500,0,0,378,882,32,1,0,0,0,0,0,0,0
1057,2,143151300,1,1,0,0,0,630,1470,32,1,0,0,0,0,0,0,0
1058,3,143151400,1,1,0,0,0,630,1470,32,1,0,0,0,0,0,0,0
1059,3,144151400,1,1,0,0,0,270,630,32,1,0,0,0,0,0,0,0
1060,2,145159300,2,9,0,162,378,0,0,32,1,0,0,0,0,0,0,0
1061,2,143153300,1,3,31500,0,0,378,882,32,1,0,0,0,0,0,0,0
1062,3,142152400,1,2,108000,0,0,1296,3024,32,1,0,0,0,0,0,0,0
1063,2,144158300,2,8,0,378,882,0,0,32,1,0,0,0,0,0,0,0
1064,1,142162160,2,12,0,864,2016,0,0,32,1,0,0,0,0,0,0,0
1065,3,144158400,2,8,0,378,882,0,0,32,1,0,0,0,0,0,0,0
1066,2,145162300,2,12,0,216,504,0,0,32,1,0,0,0,0,0,0,0
1067,3,142151400,1,1,0,0,0,1080,2520,32,1,0,0,0,0,0,0,0
1068,1,145155200,1,5,13500,0,0,0,0,32,1,0,0,0,0,0,0,0
1069,2,143160300,2,10,0,756,1764,0,0,32,1,0,0,0,0,0,0,0
1070,2,142152300,1,2,108000,0,0,1296,3024,32,1,0,0,0,0,0,0,0
1071,1,142162170,2,12,0,1036,2419,0,0,32,1,0,0,0,0,0,0,0
1072,3,144162400,2,12,0,432,1008,0,0,32,1,0,0,0,0,0,0,0
1073,1,144158200,2,8,0,378,882,0,0,32,1,0,0,0,0,0,0,0
1074,1,143156200,1,6,52500,0,0,0,0,32,1,0,0,0,0,0,0,0
1075,2,145156300,1,6,11250,0,0,0,0,32,1,0,0,0,0,0,0,0
1076,3,145151400,1,1,0,0,0,135,315,32,1,0,0,0,0,0,0,0
1077,1,143151200,1,1,0,0,0,630,1470,32,1,0,0,0,0,0,0,0
1078,1,144162200,2,12,0,432,1008,0,0,32,1,0,0,0,0,0,0,0
1079,2,144159300,2,9,0,324,756,0,0,32,1,0,0,0,0,0,0,0
1080,3,143155400,1,5,63000,0,0,0,0,32,1,0,0,0,0,0,0,0
1081,2,145155300,1,5,13500,0,0,0,0,32,1,0,0,0,0,0,0,0
1082,2,145158300,2,8,0,189,441,0,0,32,1,0,0,0,0,0,0,0
1083,1,142162180,2,12,0,1209,2822,0,0,32,1,0,0,0,0,0,0,0
1084,2,142153300,1,3,54000,0,0,648,1512,32,1,0,0,0,0,0,0,0
1085,1,145161200,2,11,0,405,945,0,0,32,1,0,0,0,0,0,0,0
1086,2,142158300,2,8,0,1512,3528,0,0,32,1,0,0,0,0,0,0,0
1087,3,145152400,1,2,13500,0,0,162,378,32,1,0,0,0,0,0,0,0
1088,2,142160300,2,10,0,1296,3024,0,0,32,1,0,0,0,0,0,0,0
1089,1,142162190,2,12,0,1468,3427,0,0,32,1,0,0,0,0,0,0,0
1090,2,142155300,1,5,108000,0,0,0,0,32,1,0,0,0,0,0,0,0
1091,1,144161200,2,11,0,810,1890,0,0,32,1,0,0,0,0,0,0,0
1092,2,145160300,2,10,0,162,378,0,0,32,1,0,0,0,0,0,0,0
1093,2,144162300,2,12,0,432,1008,0,0,32,1,0,0,0,0,0,0,0
1094,3,143161400,2,11,0,1890,4410,0,0,32,1,0,0,0,0,0,0,0
1095,2,144156300,1,6,22500,0,0,0,0,32,1,0,0,0,0,0,0,0
1096,2,143152300,1,2,63000,0,0,756,1764,32,1,0,0,0,0,0,0,0
1097,1,144152200,1,2,27000,0,0,324,756,32,1,0,0,0,0,0,0,0
1098,1,143160200,2,10,0,756,1764,0,0,32,1,0,0,0,0,0,0,0
1099,3,144155400,1,5,27000,0,0,0,0,32,1,0,0,0,0,0,0,0
1100,2,145161300,2,11,0,405,945,0,0,32,1,0,0,0,0,0,0,0
1101,3,145162400,2,12,0,216,504,0,0,32,1,0,0,0,0,0,0,0
1102,2,142156300,1,6,90000,0,0,0,0,32,1,0,0,0,0,0,0,0
1103,1,145158200,2,8,0,189,441,0,0,32,1,0,0,0,0,0,0,0
1104,1,144156200,1,6,22500,0,0,0,0,32,1,0,0,0,0,0,0,0
1105,1,144151200,1,1,0,0,0,270,630,32,1,0,0,0,0,0,0,0
1106,1,145162200,2,12,0,216,504,0,0,32,1,0,0,0,0,0,0,0
1107,3,145156400,1,6,11250,0,0,0,0,32,1,0,0,0,0,0,0,0
1108,3,143158400,2,8,0,882,2058,0,0,32,1,0,0,0,0,0,0,0
1109,1,142162200,2,12,0,1728,4032,0,0,32,1,0,0,0,0,0,0,0
1110,1,143162200,2,12,0,1008,2352,0,0,32,1,0,0,0,0,0,0,0
1111,3,144159400,2,9,0,324,756,0,0,32,1,0,0,0,0,0,0,0
1112,1,143161200,2,11,0,1890,4410,0,0,32,1,0,0,0,0,0,0,0
1113,3,144152400,1,2,27000,0,0,324,756,32,1,0,0,0,0,0,0,0
1114,2,145153300,1,3,6750,0,0,81,189,32,1,0,0,0,0,0,0,0
1115,1,144159200,2,9,0,324,756,0,0,32,1,0,0,0,0,0,0,0
1116,1,145151200,1,1,0,0,0,135,315,32,1,0,0,0,0,0,0,0
1117,3,141151350,1,1,0,0,0,562,1310,32,1,0,0,0,0,0,0,0
1118,3,141152350,1,2,56160,0,0,673,1572,32,1,0,0,0,0,0,0,0
1119,3,141153350,1,3,28080,0,0,337,785,32,1,0,0,0,0,0,0,0
1120,3,141155350,1,5,56160,0,0,0,0,32,1,0,0,0,0,0,0,0
1121,3,141156350,1,6,46800,0,0,0,0,32,1,0,0,0,0,0,0,0
1122,3,141158350,2,8,0,785,1834,0,0,32,1,0,0,0,0,0,0,0
1123,3,141159350,2,9,0,673,1572,0,0,32,1,0,0,0,0,0,0,0
1124,3,141160350,2,10,0,673,1572,0,0,32,1,0,0,0,0,0,0,0
1125,3,141161350,2,11,0,1685,3931,0,0,32,1,0,0,0,0,0,0,0
1126,3,141162350,2,12,0,898,2096,0,0,32,1,0,0,0,0,0,0,0
1127,1,141151150,1,1,0,0,0,562,1310,32,1,0,0,0,0,0,0,0
1128,1,141152150,1,2,56160,0,0,673,1572,32,1,0,0,0,0,0,0,0
1129,1,141153150,1,3,28080,0,0,337,785,32,1,0,0,0,0,0,0,0
1130,1,141155150,1,5,56160,0,0,0,0,32,1,0,0,0,0,0,0,0
1131,1,141156150,1,6,46800,0,0,0,0,32,1,0,0,0,0,0,0,0
1132,1,141158150,2,8,0,785,1834,0,0,32,1,0,0,0,0,0,0,0
1133,1,141159150,2,9,0,673,1572,0,0,32,1,0,0,0,0,0,0,0
1134,1,141160150,2,10,0,673,1572,0,0,32,1,0,0,0,0,0,0,0
1135,1,141161150,2,11,0,1685,3931,0,0,32,1,0,0,0,0,0,0,0
1136,1,141162150,2,12,0,898,2096,0,0,32,1,0,0,0,0,0,0,0
1137,2,141151250,1,1,0,0,0,562,1310,32,1,0,0,0,0,0,0,0
1138,2,141152250,1,2,56160,0,0,673,1572,32,1,0,0,0,0,0,0,0
1139,2,141153250,1,3,28080,0,0,337,785,32,1,0,0,0,0,0,0,0
1140,2,141155250,1,5,56160,0,0,0,0,32,1,0,0,0,0,0,0,0
1141,2,141156250,1,6,46800,0,0,0,0,32,1,0,0,0,0,0,0,0
1142,2,141158250,2,8,0,785,1834,0,0,32,1,0,0,0,0,0,0,0
1143,2,141159250,2,9,0,673,1572,0,0,32,1,0,0,0,0,0,0,0
1144,2,141160250,2,10,0,673,1572,0,0,32,1,0,0,0,0,0,0,0
1145,2,141161250,2,11,0,1685,3931,0,0,32,1,0,0,0,0,0,0,0
1146,2,141162250,2,12,0,898,2096,0,0,32,1,0,0,0,0,0,0,0
1147,3,141151360,1,1,0,0,0,702,1638,32,1,0,0,0,0,0,0,0
1148,3,141152360,1,2,70200,0,0,842,1966,32,1,0,0,0,0,0,0,0
1149,3,141153360,1,3,35100,0,0,421,983,32,1,0,0,0,0,0,0,0
1150,3,141155360,1,5,70200,0,0,0,0,32,1,0,0,0,0,0,0,0
1151,3,141156360,1,6,58500,0,0,0,0,32,1,0,0,0,0,0,0,0
1152,3,141158360,2,8,0,983,2293,0,0,32,1,0,0,0,0,0,0,0
1153,3,141159360,2,9,0,842,1966,0,0,32,1,0,0,0,0,0,0,0
1154,3,141160360,2,10,0,842,1966,0,0,32,1,0,0,0,0,0,0,0
1155,3,141161360,2,11,0,2106,4914,0,0,32,1,0,0,0,0,0,0,0
1156,3,141162360,2,12,0,1123,2621,0,0,32,1,0,0,0,0,0,0,0
1157,1,141151160,1,1,0,0,0,702,1638,32,1,0,0,0,0,0,0,0
1158,1,141152160,1,2,70200,0,0,842,1966,32,1,0,0,0,0,0,0,0
1159,1,141153160,1,3,35100,0,0,421,983,32,1,0,0,0,0,0,0,0
1160,1,141155160,1,5,70200,0,0,0,0,32,1,0,0,0,0,0,0,0
1161,1,141156160,1,6,58500,0,0,0,0,32,1,0,0,0,0,0,0,0
1162,1,141158160,2,8,0,983,2293,0,0,32,1,0,0,0,0,0,0,0
1163,1,141159160,2,9,0,842,1966,0,0,32,1,0,0,0,0,0,0,0
1164,1,141160160,2,10,0,842,1966,0,0,32,1,0,0,0,0,0,0,0
1165,1,141161160,2,11,0,2106,4914,0,0,32,1,0,0,0,0,0,0,0
1166,1,141162160,2,12,0,1123,2621,0,0,32,1,0,0,0,0,0,0,0
1167,2,141151260,1,1,0,0,0,702,1638,32,1,0,0,0,0,0,0,0
1168,2,141152260,1,2,70200,0,0,842,1966,32,1,0,0,0,0,0,0,0
1169,2,141153260,1,3,35100,0,0,421,983,32,1,0,0,0,0,0,0,0
1170,2,141155260,1,5,70200,0,0,0,0,32,1,0,0,0,0,0,0,0
1171,2,141156260,1,6,58500,0,0,0,0,32,1,0,0,0,0,0,0,0
1172,2,141158260,2,8,0,983,2293,0,0,32,1,0,0,0,0,0,0,0
1173,2,141159260,2,9,0,842,1966,0,0,32,1,0,0,0,0,0,0,0
1174,2,141160260,2,10,0,842,1966,0,0,32,1,0,0,0,0,0,0,0
1175,2,141161260,2,11,0,2106,4914,0,0,32,1,0,0,0,0,0,0,0
1176,2,141162260,2,12,0,1123,2621,0,0,32,1,0,0,0,0,0,0,0
1177,3,141151370,1,1,0,0,0,842,1966,32,1,0,0,0,0,0,0,0
1178,3,141152370,1,2,84240,0,0,1010,2358,32,1,0,0,0,0,0,0,0
1179,3,141153370,1,3,42120,0,0,504,1179,32,1,0,0,0,0,0,0,0
1180,3,141155370,1,5,84240,0,0,0,0,32,1,0,0,0,0,0,0,0
1181,3,141156370,1,6,70200,0,0,0,0,32,1,0,0,0,0,0,0,0
1182,3,141158370,2,8,0,1179,2751,0,0,32,1,0,0,0,0,0,0,0
1183,3,141159370,2,9,0,1010,2358,0,0,32,1,0,0,0,0,0,0,0
1184,3,141160370,2,10,0,1010,2358,0,0,32,1,0,0,0,0,0,0,0
1185,3,141161370,2,11,0,2527,5897,0,0,32,1,0,0,0,0,0,0,0
1186,3,141162370,2,12,0,1347,3145,0,0,32,1,0,0,0,0,0,0,0
1187,1,141151170,1,1,0,0,0,842,1966,32,1,0,0,0,0,0,0,0
1188,1,141152170,1,2,84240,0,0,1010,2358,32,1,0,0,0,0,0,0,0
1189,1,141153170,1,3,42120,0,0,504,1179,32,1,0,0,0,0,0,0,0
1190,1,141155170,1,5,84240,0,0,0,0,32,1,0,0,0,0,0,0,0
1191,1,141156170,1,6,70200,0,0,0,0,32,1,0,0,0,0,0,0,0
1192,1,141158170,2,8,0,1179,2751,0,0,32,1,0,0,0,0,0,0,0
1193,1,141159170,2,9,0,1010,2358,0,0,32,1,0,0,0,0,0,0,0
1194,1,141160170,2,10,0,1010,2358,0,0,32,1,0,0,0,0,0,0,0
1195,1,141161170,2,11,0,2527,5897,0,0,32,1,0,0,0,0,0,0,0
1196,1,141162170,2,12,0,1347,3145,0,0,32,1,0,0,0,0,0,0,0
1197,2,141151270,1,1,0,0,0,842,1966,32,1,0,0,0,0,0,0,0
1198,2,141152270,1,2,84240,0,0,1010,2358,32,1,0,0,0,0,0,0,0
1199,2,141153270,1,3,42120,0,0,504,1179,32,1,0,0,0,0,0,0,0
1200,2,141155270,1,5,84240,0,0,0,0,32,1,0,0,0,0,0,0,0
1201,2,141156270,1,6,70200,0,0,0,0,32,1,0,0,0,0,0,0,0
1202,2,141158270,2,8,0,1179,2751,0,0,32,1,0,0,0,0,0,0,0
1203,2,141159270,2,9,0,1010,2358,0,0,32,1,0,0,0,0,0,0,0
1204,2,141160270,2,10,0,1010,2358,0,0,32,1,0,0,0,0,0,0,0
1205,2,141161270,2,11,0,2527,5897,0,0,32,1,0,0,0,0,0,0,0
1206,2,141162270,2,12,0,1347,3145,0,0,32,1,0,0,0,0,0,0,0
1207,3,141151380,1,1,0,0,0,983,2293,32,1,0,0,0,0,0,0,0
1208,3,141152380,1,2,98280,0,0,1179,2751,32,1,0,0,0,0,0,0,0
1209,3,141153380,1,3,49140,0,0,589,1375,32,1,0,0,0,0,0,0,0
1210,3,141155380,1,5,98280,0,0,0,0,32,1,0,0,0,0,0,0,0
1211,3,141156380,1,6,81900,0,0,0,0,32,1,0,0,0,0,0,0,0
1212,3,141158380,2,8,0,1375,3210,0,0,32,1,0,0,0,0,0,0,0
1213,3,141159380,2,9,0,1179,2751,0,0,32,1,0,0,0,0,0,0,0
1214,3,141160380,2,10,0,1179,2751,0,0,32,1,0,0,0,0,0,0,0
1215,3,141161380,2,11,0,2948,6880,0,0,32,1,0,0,0,0,0,0,0
1216,3,141162380,2,12,0,1572,3669,0,0,32,1,0,0,0,0,0,0,0
1217,1,141151180,1,1,0,0,0,983,2293,32,1,0,0,0,0,0,0,0
1218,1,141152180,1,2,98280,0,0,1179,2751,32,1,0,0,0,0,0,0,0
1219,1,141153180,1,3,49140,0,0,589,1375,32,1,0,0,0,0,0,0,0
1220,1,141155180,1,5,98280,0,0,0,0,32,1,0,0,0,0,0,0,0
1221,1,141156180,1,6,81900,0,0,0,0,32,1,0,0,0,0,0,0,0
1222,1,141158180,2,8,0,1375,3210,0,0,32,1,0,0,0,0,0,0,0
1223,1,141159180,2,9,0,1179,2751,0,0,32,1,0,0,0,0,0,0,0
1224,1,141160180,2,10,0,1179,2751,0,0,32,1,0,0,0,0,0,0,0
1225,1,141161180,2,11,0,2948,6880,0,0,32,1,0,0,0,0,0,0,0
1226,1,141162180,2,12,0,1572,3669,0,0,32,1,0,0,0,0,0,0,0
1227,2,141151280,1,1,0,0,0,983,2293,32,1,0,0,0,0,0,0,0
1228,2,141152280,1,2,98280,0,0,1179,2751,32,1,0,0,0,0,0,0,0
1229,2,141153280,1,3,49140,0,0,589,1375,32,1,0,0,0,0,0,0,0
1230,2,141155280,1,5,98280,0,0,0,0,32,1,0,0,0,0,0,0,0
1231,2,141156280,1,6,81900,0,0,0,0,32,1,0,0,0,0,0,0,0
1232,2,141158280,2,8,0,1375,3210,0,0,32,1,0,0,0,0,0,0,0
1233,2,141159280,2,9,0,1179,2751,0,0,32,1,0,0,0,0,0,0,0
1234,2,141160280,2,10,0,1179,2751,0,0,32,1,0,0,0,0,0,0,0
1235,2,141161280,2,11,0,2948,6880,0,0,32,1,0,0,0,0,0,0,0
1236,2,141162280,2,12,0,1572,3669,0,0,32,1,0,0,0,0,0,0,0
1237,3,141151390,1,1,0,0,0,1193,2785,32,1,0,0,0,0,0,0,0
1238,3,141152390,1,2,119340,0,0,1431,3341,32,1,0,0,0,0,0,0,0
1239,3,141153390,1,3,59670,0,0,715,1671,32,1,0,0,0,0,0,0,0
1240,3,141155390,1,5,119340,0,0,0,0,32,1,0,0,0,0,0,0,0
1241,3,141156390,1,6,99450,0,0,0,0,32,1,0,0,0,0,0,0,0
1242,3,141158390,2,8,0,1671,3897,0,0,32,1,0,0,0,0,0,0,0
1243,3,141159390,2,9,0,1431,3341,0,0,32,1,0,0,0,0,0,0,0
1244,3,141160390,2,10,0,1431,3341,0,0,32,1,0,0,0,0,0,0,0
1245,3,141161390,2,11,0,3580,8354,0,0,32,1,0,0,0,0,0,0,0
1246,3,141162390,2,12,0,1908,4455,0,0,32,1,0,0,0,0,0,0,0
1247,1,141151190,1,1,0,0,0,1193,2785,32,1,0,0,0,0,0,0,0
1248,1,141152190,1,2,119340,0,0,1431,3341,32,1,0,0,0,0,0,0,0
1249,1,141153190,1,3,59670,0,0,715,1671,32,1,0,0,0,0,0,0,0
1250,1,141155190,1,5,119340,0,0,0,0,32,1,0,0,0,0,0,0,0
1251,1,141156190,1,6,99450,0,0,0,0,32,1,0,0,0,0,0,0,0
1252,1,141158190,2,8,0,1671,3897,0,0,32,1,0,0,0,0,0,0,0
1253,1,141159190,2,9,0,1431,3341,0,0,32,1,0,0,0,0,0,0,0
1254,1,141160190,2,10,0,1431,3341,0,0,32,1,0,0,0,0,0,0,0
1255,1,141161190,2,11,0,3580,8354,0,0,32,1,0,0,0,0,0,0,0
1256,1,141162190,2,12,0,1908,4455,0,0,32,1,0,0,0,0,0,0,0
1257,2,141151290,1,1,0,0,0,1193,2785,32,1,0,0,0,0,0,0,0
1258,2,141152290,1,2,119340,0,0,1431,3341,32,1,0,0,0,0,0,0,0
1259,2,141153290,1,3,59670,0,0,715,1671,32,1,0,0,0,0,0,0,0
1260,2,141155290,1,5,119340,0,0,0,0,32,1,0,0,0,0,0,0,0
1261,2,141156290,1,6,99450,0,0,0,0,32,1,0,0,0,0,0,0,0
1262,2,141158290,2,8,0,1671,3897,0,0,32,1,0,0,0,0,0,0,0
1263,2,141159290,2,9,0,1431,3341,0,0,32,1,0,0,0,0,0,0,0
1264,2,141160290,2,10,0,1431,3341,0,0,32,1,0,0,0,0,0,0,0
1265,2,141161290,2,11,0,3580,8354,0,0,32,1,0,0,0,0,0,0,0
1266,2,141162290,2,12,0,1908,4455,0,0,32,1,0,0,0,0,0,0,0
1267,3,141151400,1,1,0,0,0,1404,3276,32,1,0,0,0,0,0,0,0
1268,3,141152400,1,2,140400,0,0,1685,3931,32,1,0,0,0,0,0,0,0
1269,3,141153400,1,3,70200,0,0,842,1966,32,1,0,0,0,0,0,0,0
1270,3,141155400,1,5,140400,0,0,0,0,32,1,0,0,0,0,0,0,0
1271,3,141156400,1,6,117000,0,0,0,0,32,1,0,0,0,0,0,0,0
1272,3,141158400,2,8,0,1966,4586,0,0,32,1,0,0,0,0,0,0,0
1273,3,141159400,2,9,0,1685,3931,0,0,32,1,0,0,0,0,0,0,0
1274,3,141160400,2,10,0,1685,3931,0,0,32,1,0,0,0,0,0,0,0
1275,3,141161400,2,11,0,4212,9828,0,0,32,1,0,0,0,0,0,0,0
1276,3,141162400,2,12,0,2246,5242,0,0,32,1,0,0,0,0,0,0,0
1277,1,141151200,1,1,0,0,0,1404,3276,32,1,0,0,0,0,0,0,0
1278,1,141152200,1,2,140400,0,0,1685,3931,32,1,0,0,0,0,0,0,0
1279,1,141153200,1,3,70200,0,0,842,1966,32,1,0,0,0,0,0,0,0
1280,1,141155200,1,5,140400,0,0,0,0,32,1,0,0,0,0,0,0,0
1281,1,141156200,1,6,117000,0,0,0,0,32,1,0,0,0,0,0,0,0
1282,1,141158200,2,8,0,1966,4586,0,0,32,1,0,0,0,0,0,0,0
1283,1,141159200,2,9,0,1685,3931,0,0,32,1,0,0,0,0,0,0,0
1284,1,141160200,2,10,0,1685,3931,0,0,32,1,0,0,0,0,0,0,0
1285,1,141161200,2,11,0,4212,9828,0,0,32,1,0,0,0,0,0,0,0
1286,1,141162200,2,12,0,2246,5242,0,0,32,1,0,0,0,0,0,0,0
1287,2,141151300,1,1,0,0,0,1404,3276,32,1,0,0,0,0,0,0,0
1288,2,141152300,1,2,140400,0,0,1685,3931,32,1,0,0,0,0,0,0,0
1289,2,141153300,1,3,70200,0,0,842,1966,32,1,0,0,0,0,0,0,0
1290,2,141155300,1,5,140400,0,0,0,0,32,1,0,0,0,0,0,0,0
1291,2,141156300,1,6,117000,0,0,0,0,32,1,0,0,0,0,0,0,0
1292,2,141158300,2,8,0,1966,4586,0,0,32,1,0,0,0,0,0,0,0
1293,2,141159300,2,9,0,1685,3931,0,0,32,1,0,0,0,0,0,0,0
1294,2,141160300,2,10,0,1685,3931,0,0,32,1,0,0,0,0,0,0,0
1295,2,141161300,2,11,0,4212,9828,0,0,32,1,0,0,0,0,0,0,0
1296,2,141162300,2,12,0,2246,5242,0,0,32,1,0,0,0,0,0,0,0
1297,1,141161101,2,11,9999999,9999999,9999999,9999999,9999999,32,1,0,0,0,0,0,0,0
1298,2,141161201,2,11,9999999,9999999,9999999,9999999,9999999,32,1,0,0,0,0,0,0,0
1299,3,141161301,2,11,9999999,9999999,9999999,9999999,9999999,32,1,0,0,0,0,0,0,0
1300,1,141157150,1,7,0,0,0,673,1572,32,1,0,0,0,0,0,0,0
1301,1,141157160,1,7,0,0,0,842,1966,32,1,0,0,0,0,0,0,0
1302,1,141157170,1,7,0,0,0,1010,2358,32,1,0,0,0,0,0,0,0
1303,1,141157180,1,7,0,0,0,1179,2751,32,1,0,0,0,0,0,0,0
1304,1,141157190,1,7,0,0,0,1431,3341,32,1,0,0,0,0,0,0,0
1305,1,141157200,1,7,0,0,0,1685,3931,32,1,0,0,0,0,0,0,0
1306,1,142157120,1,7,0,0,0,129,302,32,1,0,0,0,0,0,0,0
1307,1,142157130,1,7,0,0,0,259,604,32,1,0,0,0,0,0,0,0
1308,1,142157140,1,7,0,0,0,388,907,32,1,0,0,0,0,0,0,0
1309,1,142157150,1,7,0,0,0,518,1209,32,1,0,0,0,0,0,0,0
1310,1,142157160,1,7,0,0,0,648,1512,32,1,0,0,0,0,0,0,0
1311,1,142157170,1,7,0,0,0,777,1814,32,1,0,0,0,0,0,0,0
1312,1,142157180,1,7,0,0,0,907,2116,32,1,0,0,0,0,0,0,0
1313,1,142157190,1,7,0,0,0,1101,2570,32,1,0,0,0,0,0,0,0
1314,1,142157200,1,7,0,0,0,1296,3024,32,1,0,0,0,0,0,0,0
1315,1,143157120,1,7,0,0,0,75,176,32,1,0,0,0,0,0,0,0
1316,1,143157130,1,7,0,0,0,151,352,32,1,0,0,0,0,0,0,0
1317,1,143157140,1,7,0,0,0,226,529,32,1,0,0,0,0,0,0,0
1318,1,143157150,1,7,0,0,0,302,705,32,1,0,0,0,0,0,0,0
1319,1,143157160,1,7,0,0,0,378,882,32,1,0,0,0,0,0,0,0
1320,1,143157170,1,7,0,0,0,453,1058,32,1,0,0,0,0,0,0,0
1321,1,143157180,1,7,0,0,0,529,1234,32,1,0,0,0,0,0,0,0
1322,1,143157190,1,7,0,0,0,642,1499,32,1,0,0,0,0,0,0,0
1323,1,143157200,1,7,0,0,0,756,1764,32,1,0,0,0,0,0,0,0
1324,1,144157120,1,7,0,0,0,32,75,32,1,0,0,0,0,0,0,0
1325,1,144157130,1,7,0,0,0,64,151,32,1,0,0,0,0,0,0,0
1326,1,144157140,1,7,0,0,0,97,226,32,1,0,0,0,0,0,0,0
1327,1,144157150,1,7,0,0,0,129,302,32,1,0,0,0,0,0,0,0
1328,1,144157160,1,7,0,0,0,162,378,32,1,0,0,0,0,0,0,0
1329,1,144157170,1,7,0,0,0,194,453,32,1,0,0,0,0,0,0,0
1330,1,144157180,1,7,0,0,0,226,529,32,1,0,0,0,0,0,0,0
1331,1,144157190,1,7,0,0,0,275,642,32,1,0,0,0,0,0,0,0
1332,1,144157200,1,7,0,0,0,324,756,32,1,0,0,0,0,0,0,0
1333,1,145157110,1,7,0,0,0,7,18,32,1,0,0,0,0,0,0,0
1334,1,145157120,1,7,0,0,0,16,37,32,1,0,0,0,0,0,0,0
1335,1,145157130,1,7,0,0,0,32,75,32,1,0,0,0,0,0,0,0
1336,1,145157140,1,7,0,0,0,48,113,32,1,0,0,0,0,0,0,0
1337,1,145157150,1,7,0,0,0,64,151,32,1,0,0,0,0,0,0,0
1338,1,145157160,1,7,0,0,0,81,189,32,1,0,0,0,0,0,0,0
1339,1,145157170,1,7,0,0,0,97,226,32,1,0,0,0,0,0,0,0
1340,1,145157180,1,7,0,0,0,113,264,32,1,0,0,0,0,0,0,0
1341,1,145157190,1,7,0,0,0,137,320,32,1,0,0,0,0,0,0,0
1342,1,145157200,1,7,0,0,0,162,378,32,1,0,0,0,0,0,0,0
1343,2,141157250,1,7,0,0,0,673,1572,32,1,0,0,0,0,0,0,0
1344,2,141157260,1,7,0,0,0,842,1966,32,1,0,0,0,0,0,0,0
1345,2,141157270,1,7,0,0,0,1010,2358,32,1,0,0,0,0,0,0,0
1346,2,141157280,1,7,0,0,0,1179,2751,32,1,0,0,0,0,0,0,0
1347,2,141157290,1,7,0,0,0,1431,3341,32,1,0,0,0,0,0,0,0
1348,2,141157300,1,7,0,0,0,1685,3931,32,1,0,0,0,0,0,0,0
1349,2,142157220,1,7,0,0,0,129,302,32,1,0,0,0,0,0,0,0
1350,2,142157230,1,7,0,0,0,259,604,32,1,0,0,0,0,0,0,0
1351,2,142157240,1,7,0,0,0,388,907,32,1,0,0,0,0,0,0,0
